Note,Description,key
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
"1,0","Moderniser la saga de Leblanc pourquoi pas après tout, les britanniques ont bien réussi avec Sherlock. Et puis c’est toujours plus facile de se baser sur les succès passés revisités que de faire acte de création et d’originalité dans un monde de la série qui tourne un peu en rond. 
La médiocrité générale du résultat n’est que le reflet de notre société uber eat qui enchaîne facilités et paresses d’écriture. C’est un produit calibré pour son temps, techniquement le pire côtoie le bon, pour le reste on se focalise sur sa tête d’affiche et on oublie la structure narrative, la cohérence, l’intérêt... bref tout ce qui faut pour une bonne série. 
A cela s’ajoute un arrière fond idéologique douteux mélangeant le corpus idéologique des séries France TV ( vous savez celles où le bourgeois est toujours le méchant car riche ou si le mari est tué c’est pas grave car il battait sa femme) et la fixation raciale universitaire américaine. Dommage au final que l’œuvre de Maurice Leblanc soit tombée entre les mains de gens qui ne l’aime pas (sic).",3
"0,5","Franchement le scénario est tiré ar les cheveux comme j'ai rarement vu.
Les retournements de situations sont illogiques et tellement grillés que cela en est risible (sac mortuaire ...)

Tout ça sur une histoire remplie de clichés avec le petit migrant abusé par la riche famille capitaliste sur fond d'assurance. 
J'ai vu les deux premiers épisodes je n'irais pas au delà. 

Je ne comprends vraiment pas pourquoi cet engouement ... même si je pense que c'est a la mode de mettre en avant le méchant occidental blanc colonisateur. 

Bref un torchon",4
"5,0","La série est super, très intriguante avec un personnage principal qui joue très bien son rôle. J'ai hâte de voir la saison 2.",0
"1,5","Le jeu d'acteurs est si mauvais que ça en devient parfois grotesque, tout comme le scénario qui est tiré par les cheveux. Festival de clichés. Je me suis arrêté à l'épisode 2..",1
"1,0","Jeu de l’acteur principal catastrophique c’est vraiment mauvais. L’appropriation culturelle des aventures d’Arsène Lupin est une catastrophe. Malgré le ramdam promotionnel de Netflix, je pressens un flop au regard de l’affigeante mise en scène et adaption scénaristique. Pour les fans inconditionnels de Omar Sy et de la cancel culture uniquement sinon passez votre chemin",2
